codigo_postal;ciudad
01230;Iruña De Oca
01230;Langraiz Oka
01230;Nanclares De La Oca
01240;Alegria
01240;Dulantzi
01250;Araia
01250;Asparrena
01260;Egino
01260;Andoin
01260;Urabain
01260;Ilarduia
01260;Ibarguren
01300;Biasteri
01300;Laguardia
01306;Lapuebla De Labarka
01307;Mañueta
01307;Samaniego
01307;Eskuernaga
01307;Baños De Ebro
01307;Villabuena De Alava
01308;Assa
01308;Cripan
01308;Kripan
01308;Lanciego
01308;Viñaspre
01308;Benasperi
01308;Lantziego
01308;Campillar (El)
01309;Leza
01309;Bilar
01309;Paganos
01309;Elvillar
01309;Navaridas
01320;Oion
01320;Oyon
01321;Laserna
01322;Moreta
01322;Yecora
01322;Labraza
01322;Barriobusto
01322;Moreda De Alava
01330;Bastida
01330;Labastida
01340;Elciego
01400;Llodio
01408;Luiaondo
01409;Okondo
01409;Ugalde
01409;Irabaien
01409;Jandiola
01409;San Roman
01409;Okondojena
01409;Villachica
01409;Zudibiarte
01409;Okondogoiena
01420;Paul
01420;Pobes
01420;Hereña
01420;Arbigano
01420;Ribera Alta
01420;Basquiñuelas
01420;Caicedo-Sopeña
01420;Erribera Goiti
01420;Castillo-Sopeña
01423;Alcedo
01423;Atiaga
01423;Atiega
01423;Barrio
01423;Espejo
01423;Sobron
01423;Tuesta
01423;Bellojin
01423;Bergonda
01423;Fontecha
01423;Fontetxa
01423;Bachicabo
01423;Bergüenda
01423;Zubilarra
01423;Puentelarra
01423;Villambrosa
01423;Villamaderne
01426;Osma
01426;Arreo
01426;Astulez
01426;Caranca
01426;Carcamo
01426;Nograro
01426;Viloria
01426;Fresneda
01426;Villanañe
01426;Valdegovia
01426;Gesaltza-Añana
01426;Salinas De Añana
01426;Villanueva De Valdegovia
01427;Corro
01427;Lahoz
01427;Mioma
01427;Quejo
01427;Basabe
01427;Boveda
01427;Pinedo
01427;Ribera
01427;Acebedo
01427;Lalastra
01427;Tobillas
01427;Valluerca
01427;Villamardones
01427;Gurendes-Quejo
01427;Quintanilla De Valdegovia
01428;Tuyo
01428;Artaza
01428;Barron
01428;Guinea
01428;Anucita
01428;Artatza
01428;Nuvilla
01428;Lasierra
01428;Mandaita
01428;Morillas
01428;Olabarri
01428;Ormijana
01428;Montevite
01428;Ollavarre
01428;Villaluenga
01428;Subijana-Morillas
01430;Kuartango
01430;Zuhatzu-Kuartango
01439;Anda
01439;Luna
01439;Artxua
01439;Jokano
01439;Arriano
01439;Marinda
01439;Tortura
01439;Andagoia
01439;Aprikano
01439;Gillarte
01439;Inurrieta
01439;Katadiano
01439;Sendadiano
01439;Urbina Eza
01439;Villamanca
01439;Santa Eulalia
01439;Urbina Basabe
01439;Uribarri-Kuartango
01439;Etxabarri-Kuartango
01440;Izarra
01440;Urkabustaiz
01449;Unza
01449;Abezia
01449;Oiardo
01449;Uzkiano
01449;Beluntza
01449;Abornikano
01449;Larrazketa
01449;Goiuri-Ondona
01450;Inoso
01450;Lezama
01450;Baranbio
01450;Lekamaña
01450;Ziorraga
01468;Aloria
01468;Delika
01468;Saratxo
01468;Artomaña
01468;Larrinbe
01468;Tertanga
01470;Amurrio
01470;Etxegoien
01474;Artziniega
01476;Aiara
01476;Ayala
01476;Respaldiza
01476;Arespalditza
01477;Añes
01477;Erbi
01477;Lujo
01477;Luxo
01477;Kexaa
01477;Ozaka
01477;Ozeka
01477;Zuaza
01477;Menoio
01477;Beotegi
01477;Costera
01477;Lejarzo
01477;Quejana
01477;Menagarai-Beotegi
01477;Retes De Llanteno
01478;Sojo
01478;Campijo
01478;Gordeliz
01478;Llanteno
01478;Mendieta
01478;Sojoguti
01478;Santa Coloma
01478;Retes De Tudela
01479;Murga
01479;Izoria
01479;Maroño
01479;Agiñaga
01479;Madaria
01479;Olabezar
01479;Salmanton
01510;Luko
01510;Urbina
01510;Ziriano
01510;Betolaza
01510;Erretana
01510;Miñano Goien
01510;Miñano Mayor
01510;Miñano Menor
01510;Gamarra Menor
01510;Miñano Gutxia
01510;Gamarra Gutxia
01520;Landa
01520;Durana
01520;Amarita
01520;Zurbano
01520;Arroiabe
01520;Mendibil
01520;Arzubiaga
01520;Langara-Ganboa
01520;Ullibarri-Ganboa
01520;Ullibarri-Arrazua
01520;Arrazua-Ubarrundia
01520;Nanclares De Ganboa
02001;Albacete
02002;Albacete
02003;Albacete
02004;Albacete
02005;Albacete
02006;Albacete
02007;Albacete
02049;Albacete
02070;02 Correos-Telegrafos
02071;02 Organismos Oficiales
02080;02 Apartados Particulares Y Lista
02100;Tarazona De La Mancha
02110;La Gineta
02110;La Grajuela
02120;Peñas De San Pedro
02124;Alcadozo
02124;Casasola
02124;La Noguera
02124;Casablanca
02124;La Herreria
02124;La Navazuela
02125;Ayna
02125;Royo Odrea
02125;El Ginete (Ayna)
02127;El Sahuco
02127;La Solana
02127;Casa Cañete
02129;El Royo
02129;La Molata
02129;El Molinar
02129;Los Pocicos
02129;La Fuensanta
02129;Fuente Del Pino
02129;Campillo De La Virgen
02129;Fontanar De Las Viñas
02129;Santa Ana (Fuente Del Pino)
02130;Bogarra
02136;Paterna De Madera
02137;Arteaga
02137;Casa Rosa
02137;Rio Madera
02137;Los Catalmerejos
02137;Batan Del Puerto
02137;Cortijo De Tortas
02139;Potiche
02139;El Griego
02139;Moriscote
02139;Las Mohedas
02139;La Sarguilla
02139;El Villarejo
02139;Dehesa Del Val
02139;La Dehesa (Ayna)
02139;Las Casas De Haches
02139;Cañadas De Haches Abajo
02139;Cañadas De Haches Arriba
02140;El Salobral
02140;Los Anguijes
02141;Pozohondo
02142;Mullidar
02142;Nava De Abajo
02142;Nava De Arriba
02150;Valdeganga
02151;Casas De Juan Nuñez
02152;Alatoz
02153;Carcelen
02153;Casas De Juan Gil
02154;Pozo Lorente
02154;Villavaliente
02155;Tinajeros
02156;La Felipa
02160;Lezuza
02161;Tiriez
02161;La Yunquera
02162;La Herrera
02162;El Cuartico
02162;Oncebreros (La Herrera)
02200;Casas Ibañez
02210;Alcala Del Jucar
02211;Tolosa
02211;La Gila
02211;Casas Del Cerro
02212;Casas De Ves
02213;La Pared
02213;Villa De Ves
02214;Zulema
02214;El Viso
02214;Las Eras
02214;Cantoblanco
02214;Balsa De Ves
02215;Alborea
02215;Cilanco
02215;Villatoya
02220;Motilleja
02230;Madrigueras
02240;Mahora
02246;Navas De Jorquera
02247;Cenizate
02248;Jorquera
02249;Bormate
02249;Maldonado
02249;La Recueja
02249;Alcozarejos
02249;Ribera De Cubas
02249;Calzada De Vergara
02250;Abengibre
02251;Campoalbillo
02252;Mariminguez
02253;Golosalvo
02260;Fuentealbilla
02270;Villamalea
02300;Alcaraz
02310;Viveros
02311;Povedilla
02312;Canaleja
02312;La Mesta De Alcaraz
02313;Peñascosa
02314;Zorio
02314;La Hoz
02314;Ituero
02314;Pesebre
02314;Masegoso
02314;Solanilla
02314;El Horcajo
02314;Cilleruelo
02314;Peñarrubia De Masegoso
02315;Vianos
02316;Reolid
02316;Salobre
02320;Balazote
02326;San Pedro
02326;Cañada Juncosa
02326;Casas De Abajo
02327;Pozuelo
02327;La Zarza
02327;Casica Del Madroño
02328;Argamason
02328;Santa Ana
02329;Berro
02329;Burrueco
02329;Cucharal
02329;Navalengua
02329;Fuenlabrada
02329;Casas De Lazaro
02340;Cubillo
02340;Robledo
02340;El Jardin
02340;Los Chospes
02350;Villapalacios
02359;Mesta De Cortijadas
02360;Bienservida
02400;Hellin
02409;Agra
02409;Mingogil
02409;Nava Campaña
02409;Cañada De Agra
02410;Lietor
02420;Isso
02430;Elche De La Sierra
02434;Letur
02435;Socovos
02436;Ferez
02437;Tazona
02437;El Cañar
02437;Los Olmos
02437;Cañada De Buendia
02439;Gallego
02439;Vicorto
02439;Abejuela
02439;Villares
02440;Molinicos
02448;Quejigal
02448;La Alfera
02448;Vegallera
02448;Los Alejos
02448;Las Animas
02448;Las Yeguarizas
02448;Pinilla (Vegallera)
02448;Cañada Del Provencio
02449;Mesones
02449;Las Hoyas
02449;El Pardal
02449;Torre Pedro
02449;Los Collados
02449;Fuente Higuera
02449;Fuente Carrasca
02449;Puerto Del Pino
02449;Cañada De Morote
02450;Riopar
02459;El Villar
02459;El Gollizo
02459;El Nogueron
02459;El Laminador
02459;El Lugar Nuevo
02459;Cortijos Del Cura
02459;Casa De La Noguera
02460;Bellotar
02460;Villaverde De Guadalimar
02461;Cotillas
02462;Campillo
02462;Arroyofrio
02462;Umbria Angulo
02480;Yeste
02484;Arguellite
02485;Tus
02486;Rala
02486;Peñarrubia
02486;Horno Ciego
02487;Sege
02487;Juan Quilez
02489;Gontar
02489;Paules
02489;Parolis
02489;Alcantarilla
02490;Agramon
02499;La Horca
02499;Cancarix
02499;Minateda
02499;Las Minas
02500;Tobarra
02510;Pozo Bueno
02510;Pozo Cañada
02511;Las Abuzaderas
02511;Campillo De Las Doblas
02512;Aljube
02512;Pinilla
02512;Los Mardos
02512;Las Anorias
02512;Casa De Las Monjas
02512;Casa Blanca De Los Rioteros
02513;Sierra
02513;Cordovilla
02513;Santiago De Mora
02513;Mora De Santa Quiteria
02520;Chinchilla De Monte Aragon
02529;Horna
02530;Nerpio
02534;Jutia
02534;Cañadas
02534;Pedro Andres
02536;Beg
02536;Yetas De Abajo
02536;Casa De La Cabeza
02536;Chorretites De Abajo
02536;Cortijos Del Herrero
02600;Villarrobledo
02610;El Bonillo
02611;Ossa De Montiel
02612;Munera
02614;El Ballestero
02620;Minaya
02630;La Roda
02636;Villalgordo Del Jucar
02637;Fuensanta
02638;Montalvos
02639;Barrax
02639;Santa Marta
02640;Almansa
02650;Montealegre Del Castillo
02651;Fuentealamo
02652;Ontur
02653;Albatana
02660;Caudete
02690;Alpera
02691;Bonete
02692;Petrola
02693;La Higuera
02693;Corral Rubio
02694;Higueruela
02695;Villar De Chinchilla
02696;Hoya Gonzalo
03001;Alacant/Alicante
03002;Alacant/Alicante
03003;Alacant/Alicante
03004;Alacant/Alicante
03005;Alacant/Alicante
03006;Alacant/Alicante
03007;Alacant/Alicante
03008;Alacant/Alicante
03009;Alacant/Alicante
03010;Alacant/Alicante
03011;Alacant/Alicante
03012;Alacant/Alicante
03013;Alacant/Alicante
03014;Alacant/Alicante
03015;Alacant/Alicante
03016;Alacant/Alicante
03070;Alacant/Alicante Correos-Telegrafos
03071;Alacant/Alicante
03080;Alacant/Alicante Apartados Particulares Y Lista
03100;Abio
03100;Segorb
03100;Xixona
03100;Urbanizacion Carrasqueta
03108;Viola
03108;Alcoyes
03108;Barranco Orta
03108;Partida Sierra Grana
03108;Torre De Les Maã‡Anes, La/Torremanzanas
03109;Tibi
03109;Torrosella
03109;Urbanizacion Maigmo
03109;Urbanizacion Bonaire
03109;Urbanizacion Finca Terol
03109;Aljibe, El, Urbanizacion
03109;Urbanizacion Pinares De Mecli
03110;Mutxamel
03110;La Costera
03110;La Venteta
03110;Peñacerrada
03110;Partida Benaud
03110;Partida Calvari
03110;Partida Marseta
03110;Partida Barrella
03110;Partida Benessiu
03110;Partida Serveres
03110;Partida Capellans
03110;Partida Borrachina
03110;Urbanizacion Ravel
03110;Partida Tosal Redo
03110;Señal, El, Partida
03110;Vibra, La, Partida
03110;Urbanizacion Gialma
03110;Bayona, La, Partida
03110;Collao, El, Partida
03110;Obrera, La, Partida
03110;Urbanizacion Marseta
03110;Urbanizacion Casa Fus
03110;Urbanizacion Cotoveta
03110;Urbanizacion Moli-Foc
03110;Urbanizacion Rio-Park
03110;Cantalar, El, Partida
03110;Juncaret, El, Partida
03110;Rio, El, Urbanizacion
03110;Urbanizacion San Peret
03110;Pino, El, Urbanizacion
03110;Urbanizacion Oasis Rico
03110;Fondo, El, Urbanizacion
03110;Calera, La, Urbanizacion
03110;Estaca, L´, Urbanizacion
03110;Olmos, Los, Urbanizacion
03110;Roseta, La, Urbanizacion
03110;Urbanizacion Almaina-Park
03110;Urbanizacion Bonalba Baja
03110;Urbanizacion Majada-Verde
03110;Urbanizacion Molino Nuevo
03110;Torreta, La, Urbanizacion
03110;Volador, El, Urbanizacion
03110;Urbanizacion Valle Del Sol
03110;Almajada, La, Urbanizacion
03110;Entredos, L´, Urbanizacion
03110;Peñetes, Les, Urbanizacion
03110;Paulinas, Las, Urbanizacion
03110;Apostoles, Los, Urbanizacion
03110;Minas Del Ocre, Las, Partida
03110;Salt, El (Muchamiel), Partida
03110;Huerta, La (Muchamiel), Urbanizacion
03110;Girasoles, Los (Muchamiel), Urbanizacion
03111;Busot
03111;La Cava
03111;Canalobre
03111;El Figueralet
03111;Hoya De Parra
03111;Volveta Ganga
03111;Partida Vidrier
03111;Partida Pisnella
03111;Partida Vercheret
03111;Hoya De Los Patos
03111;Hoya De San Jaime
03111;Urbanizacion Carril
03111;Planet, El, Partida
03111;Llano De Partidores
03111;Partida Hoya Berenguer
03111;Urbanizacion Pla Lloma
03111;Urbanizacion Liebre Park
03111;Pohuet, El, Urbanizacion
03111;Urbanizacion Bonalba Alta
03111;Urbanizacion Pla De Cabeco
03111;Urbanizacion Llano Pastores
03112;Tangel
03112;Chareus
03112;Mariquitos
03112;Villafranqueza
03113;Foncalent
03113;Rebolledo
03113;Xeperut, Lo, Partida
03113;Santa Ana (Rebolledo)
03113;Vallonga, De La, Partida
03114;Bacarot
03114;Poligono Industrial Las Atalayas
03115;Monnegre
03130;Playa Lisa
03130;Santa Pola
03130;Bras Del Port
03130;Playa Poniente
03130;Salinas (Santa Pola)
03138;Tabarca
03139;Santana
03139;Valverde Alto
03139;Valverde Bajo
03139;Los Balsares (Altet)
03140;Camping San Jose
03140;Camping Pall-Mall
03140;Pinada, La, Camping
03140;Camping Mare Nostrum
03140;Guardamar Del Segura
03140;Pepin, Lo, Urbanizacion
03140;Pesqueras, Las, Partida
03140;Chapaprietas, Los, Partida
03149;Moncayo
03149;Almarjal
03149;Los Rasos
03149;San Bruno
03149;Ventosala
03149;Comercio De Aldeguer
03150;Dolores
03158;Catral
03158;Hornos
03158;Palomar
03158;Nonduermas
03158;Las Casicas
03158;Berengueres
03158;Madrigueras
03158;Santa Agueda
03158;Cruz, La, Caserio
03158;San Felipe De Neri
03158;Pablos, Los, Partida
03158;Rincon De Los Pablos
03158;Domingos, Los, Caserio
03159;Mayayo
03159;El Barrio
03159;El Hondon
03159;El Rincon
03159;La Fabrica
03159;La Florida
03159;Daya Nueva
03159;Escorredor
03159;Llobregales
03159;Cuadra Nueva
03159;Cuatro Caminos
03159;Vereda Del Pozo
03159;Puente De Mateos
03159;Puebla De Rocamora
03159;La Bodega (Dolores)
03159;Partida Florida Alta
03159;Partida Florida Baja
03159;Camino De San Fulgencio
03159;Partida Rincon De Los Pertusas
03160;El Nido
03160;Almoradi
03160;El Ladrillar
03169;Algorfa
03169;El Bañet
03169;La Erica
03169;La Venta
03169;Era Alta
03169;El Gabato
03169;La Pinada
03169;Lo Sastre
03169;La Fogaria
03169;La Rafaela
03169;El Saladar
03169;Las Bovedas
03169;Los Paredes
03169;El Raiguero
03169;Caserio Bañet
03169;Camino Del Rio
03169;Cruz De Galindo
03169;Mota, La, Partida
03169;Caserio Almazarica
03169;El Camino De Catral
03169;Los Miras (Algorfa)
03169;El Camino De La Maja
03169;El Puente De Don Pedro
03169;Partida Lomas De La Juliana
03169;Los Perez (Ayuntamiento Almoradi/Torrevieja)
03170;Rojales
03170;Ciudad Quesada
03170;Urbanizacion Doña Pepa
03170;Marina, La, Urbanizacion
03170;Urbanizacion Pueblo Bravo
03170;Escuera, La, Urbanizacion
03170;Urbanizacion Pueblo Lucero
03170;Urbanizacion Oasis (La Marina)
03177;La Garriga
03177;Lo Pedreño
03177;Daya Vieja
03177;Los Martinez
03177;Los Palacios
03177;San Fulgencio
03177;Acequia De Los Palacios
03178;Benijofar
03178;Rojales, De, Estacion
03178;Torrejon De San Bruno
03178;Urbanizacion Monteazul
03178;Urbanizacion Talaya Park
03179;Heredades
03179;Formentera Del Segura
03180;Mar Azul
03180;San Luis
03180;La Veleta
03180;El Limonar
03180;El Paraiso
03180;Torrevieja
03180;La Rosaleda
03180;Cala Dorada
03180;Cals Blancas
03180;Playa Eliseos
03180;Rocio Del Mar
03180;Nueva Torrevieja
03180;Villas De Don Quijote
03180;Altos, Los, Urbanizacion
03180;Urbanizacion Villa Laguna
03180;Urbanizacion Paraje Natural
03180;Chaparral, El, Urbanizacion
03180;Urbanizacion Torre Almendros
03180;Torreta I, Ii Y Iii, Urbanizacion
03186;Los Balcones
03187;Lo Blanque
03187;Las Casitas
03187;La Marquesa
03187;Los Pinicos
03187;Los Montesinos
03187;Los Miras (Montesinos)
03187;Los Perez (Ayuntamiento Torrevieja)
03188;La Mata
03188;Torrejon
03188;Euro-Parc
03188;Torrelamata
03188;Cala Higuera
03188;Playa Salaret
03188;Aldea Del Mar
03188;Lomas Del Mar
03188;Torre Del Moro
03188;Cura, Del, Playa
03188;Locos, De, Playa
03189;El Gato
03189;La Regia
03189;La Zenia
03189;Cabo Roig
03189;Las Mimosas
03189;Las Solanas
03189;Monte Zenia
03189;Punta Prima
03189;Villamartin
03189;Playa Flamenca
03189;Punta De La Sal
03189;Urbanizacion Oleza
03189;Castillo De Don Juan
03189;Nucleo Orihuela-Costa
03189;Urbanizacion Campoamor
03189;Urbanizacion Filipinas
03189;Urbanizacion Serena Ii
03189;Urbanizacion Torre Zenia
03189;Urbanizacion Villacostas
03189;Solana, La, Urbanizacion
03189;Chismosa, La, Urbanizacion
03189;Horizonte, El, Urbanizacion
03189;Urbanizacion Lomas De San Juan
03189;Urbanizacion Dehesa De Campoamor
03189;Florida, La (Orihuela-Costa), Urbanizacion
03189;Almendros, Los (Orihuela-Costa), Urbanizacion
03190;Pilar De La Horadada
03191;Los Saez
03191;Cañada De Praes
03191;Barrio La Almazarra
03191;Barrio Las Segundas
03191;Pinar De Campoverde
03191;Torre De La Horadada
03191;Almazara, La, Caserio
03191;Rufines, Los, Caserio
03191;Villena, Los, Caserio
03191;Barrio Los Hortelanos
03191;Segundas, Los, Caserio
03191;Hortelanos, Los, Caserio
03191;Sector Colonia San Isidro
03191;Urbanizacion Mil Palmeras
03191;Urbanizacion Pueblo Catino
03193;San Miguel De Salinas
03194;La Marina
03194;Molar, El, Partida
03194;Pinet, El, Partida
03195;El Altet
03195;El Calabaci
03195;Los Arenales Del Sol
03195;Los Balsares (Alicante)
03200;Elx/Elche
03201;Arbres
03201;Lepanto
03201;Veronica
03201;Jorge Juan
03201;Blas Valero
03201;Doctor Caro
03201;Oscar Espla
03201;Plaza España
03201;Eloy Gonzalo
03201;Gabriel Miro
03201;Lope De Vega
03201;Doctor Ferran
03201;Luis Llorente
03201;Maestro Giner
03201;Mariano Luiña
03201;Ruperto Chapi
03201;Alferez Cosido
03201;Alfredo Llopis
03201;Cristobal Sanz
03201;General Cosido
03201;Jose Echegaray
03201;Mestre Serrano
03201;Teniente Ganga
03201;Camilo Flamario
03201;Juan Orts Roman
03201;Maria Benlliure
03201;Serrano Anguita
03201;Teodor Llorente
03201;Jose Maria Peman
03201;Josep Maria Buck
03201;Cardenal Cisneros
03201;Marques De Molins
03201;Teniente Ruiz Bru
03201;Plaza Obispo Siuri
03201;Emigdio Santamaria
03201;Marques D´Asprella
03201;Parque En Proyecto
03201;Carolina, La, Paseo
03201;Benito Perez Galdos
03201;Calderon De La Barca
03201;Vicente Blasco Ibañez
03201;Avenida Reina Victoria
03201;Diego Martinez Sanchez
03201;Poeta Miguel Hernandez
03201;Avenida Pais Valenciano
03201;Pascual Caracena Torres
03201;Joventut, De La, Passeig
03201;Ramon Jaen (Pares Del 2 Al Final)
03201;Major Del Pla (Pares Del 2 Al Final)
03201;Avenida Libertad (Impares Del 1 Al Final)
03201;Avenida Antoni Machado (Pares Del 2 Al Final)
03201;Eslava (Impares Del 1 Al 25) (Pares Del 2 Al 38)
03201;Asp/Aspe (Impares Del 1 Al 49) (Pares Del 2 Al 40)
03201;Senia, La (Impares Del 1 Al 33) (Pares Del 2 Al 32)
03201;Espronceda (Impares Del 1 Al 33) (Pares Del 2 Al 38)
03201;Santa Teresa (Impares Del 1 Al 5) (Pares Del 2 Al 14)
03201;Pintor Murillo (Impares Del 1 Al 11) (Pares Del 2 Al 8)
03201;Torres Quevedo (Impares Del 1 Al 27) (Pares Del 2 Al 28)
03201;Jose Mas Esteve (Impares Del 1 Al 49) (Pares Del 2 Al 64)
03201;Pont, Plaza (Impares Del 7 Al Final) (Pares Del 6 Al Final)
03201;Concepcion Arenal (Impares Del 1 Al 95) (Pares Del 2 Al 96)
03201;Capita Antoni Mena (Impares Del 1 Al 63) (Pares Del 2 Al 80)
03201;Capita Alfons Vives (Impares Del 1 Al 83) (Pares Del 2 Al 72)
03201;Julio Sanchez Gomez (Impares Del 1 Al 11) (Pares Del 2 Al 16)
03201;Capita Gaspar Ortis (Impares Del 1 Al 97) (Pares Del 2 Al 102)
03201;Vicente Alonso Perez (Impares Del 1 Al 19) (Pares Del 2 Al 10)
03201;Diego Fuentes Serrano (Impares Del 1 Al 57) (Pares Del 2 Al 26)
03201;Doctor Sapena (Impares Del 71 Al Final) (Pares Del 54 Al Final)
03201;Antonio Pascual Quiles (Impares Del 1 Al 69) (Pares Del 2 Al 62)
03201;Crevillente, Plaza (Impares Del 5 Al Final) (Pares Del 4 Al Final)
03201;Aurelio Coquillat Pascual (Impares Del 1 Al 51) (Pares Del 2 Al 54)
